question_id,clip_id,musical_element,primary_skill_code,primary_skill_name,secondary_skill_codes,learning_stage,difficulty_band,period,genre,ensemble,metadata_confidence,metadata_review_status
MI-S-173,CLIP-0F45018F427C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-174,CLIP-57A148C6D30C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-175,CLIP-51F4EA1BE573,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-176,CLIP-8ED8CD53D031,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-177,CLIP-7BA4AC8E14CB,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-178,CLIP-4269B3B5E0B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-179,CLIP-2B5322F919D4,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-180,CLIP-75C20F2E0764,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-181,CLIP-D065E4EA438D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-182,CLIP-8BCC3B38A9BC,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-183,CLIP-890F00F069F8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-184,CLIP-05CA50569C40,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-185,CLIP-2CD6E549BFF9,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-186,CLIP-12FF0AC2CD96,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-187,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-188,CLIP-58ED23C72C9D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-189,CLIP-7A09D04064D8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-190,CLIP-EC0AAD34EDA1,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-191,CLIP-2B1891BA07A3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-192,CLIP-1E99F3D4446D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-193,CLIP-ADFBD348022A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-194,CLIP-80BBC8C616E4,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-195,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-196,CLIP-3AA5815D2BB3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-197,CLIP-33403F045684,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-198,CLIP-9617A9CBBDF6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-199,CLIP-77BA98ACC65E,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-200,CLIP-6A58D561B588,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-201,CLIP-956EBCC86656,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-202,CLIP-C6BF016EEAFE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-203,CLIP-5C68D32AC90A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-204,CLIP-6B7EA76D1048,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-205,CLIP-121B1C972C49,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-206,CLIP-FBF3315DB7BE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-207,CLIP-A14A3C09CC80,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-208,CLIP-08F79419BBAE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-209,CLIP-E31C5AAF1D15,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-210,CLIP-A494B785E88A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-211,CLIP-19DB1567F003,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-212,CLIP-5463C2CAB12A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-213,CLIP-99FBE1FD0A14,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-214,CLIP-E0DF93960097,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-215,CLIP-2327F3193F69,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-216,CLIP-DB17BE02C511,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-217,CLIP-DA08532E88EC,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-218,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-219,CLIP-0184D6A66619,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-220,CLIP-D2D32A39FF58,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-221,CLIP-6D1916C62FBD,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-222,CLIP-707CC2BADEB8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-223,CLIP-4C7F459EAC0D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-224,CLIP-5188F36C5EA1,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-225,CLIP-687AE37A5454,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-226,CLIP-45E4DA13B791,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-227,CLIP-036829455C2C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-228,CLIP-68515C29EA4B,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-229,CLIP-A22836756C52,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-230,CLIP-A5E0BD6CD909,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-231,CLIP-54AE2272D186,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-232,CLIP-957481286263,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-233,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-234,CLIP-F22B0998779B,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-235,CLIP-9AE4E7B8D385,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-236,CLIP-4C4CF8BF6643,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-237,CLIP-19A0AB441BC0,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-238,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-239,CLIP-1ECEC26BE1DE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-240,CLIP-DC046A140D84,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-241,CLIP-E836C443B74F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-242,CLIP-4CC36BBE4D41,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-243,CLIP-0F45018F427C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-244,CLIP-5AC8B1302957,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-245,CLIP-64E68253C4E7,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-246,CLIP-3986F4D1EC56,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-247,CLIP-D9882A9AA313,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-248,CLIP-F2803532D6E6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-249,CLIP-C36D970E0BC9,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-250,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-251,CLIP-A54D2EFB057A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-252,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-253,CLIP-5C68D32AC90A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-254,CLIP-A494B785E88A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-255,CLIP-D6240388534A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-256,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-257,CLIP-2C21446B6F93,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-258,CLIP-67C06A0F0AAE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-259,CLIP-45E4DA13B791,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-260,CLIP-AACE757DD446,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-261,CLIP-5E87D453DCBB,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-262,CLIP-24FC456F06B9,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-263,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-264,CLIP-0D0BF4608038,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-265,CLIP-3DF3A674EC78,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-266,CLIP-EB0F18C0212A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-267,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-268,CLIP-2969EC8B1C34,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-269,CLIP-DF1C97C8E44F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-270,CLIP-EFBB6B4D4D28,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-271,CLIP-550AFF24F04A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-272,CLIP-4676386D9EB9,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-273,CLIP-0F45018F427C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-274,CLIP-57A148C6D30C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-275,CLIP-51F4EA1BE573,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-276,CLIP-8ED8CD53D031,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-277,CLIP-7BA4AC8E14CB,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-278,CLIP-4269B3B5E0B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-279,CLIP-662DDAF266D2,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-280,CLIP-D9882A9AA313,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-281,CLIP-8717BFBEF8BE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-282,CLIP-830F4973A196,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-283,CLIP-68125E59E385,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-284,CLIP-ACF40A74C633,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-285,CLIP-F11087C3AFCE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-286,CLIP-974420A59B4B,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-287,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-288,CLIP-DBB94D3F4525,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-289,CLIP-7A09D04064D8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-290,CLIP-EC0AAD34EDA1,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-291,CLIP-2B1891BA07A3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-292,CLIP-1E99F3D4446D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-293,CLIP-ADFBD348022A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-294,CLIP-80BBC8C616E4,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-295,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-296,CLIP-3AA5815D2BB3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-297,CLIP-01CCE7AA4B49,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-298,CLIP-9617A9CBBDF6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-299,CLIP-77BA98ACC65E,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-300,CLIP-6A58D561B588,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-301,CLIP-956EBCC86656,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-302,CLIP-C6BF016EEAFE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-303,CLIP-5C68D32AC90A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-304,CLIP-6B7EA76D1048,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-305,CLIP-121B1C972C49,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-306,CLIP-FBF3315DB7BE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-307,CLIP-3C4FCDB588CA,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-308,CLIP-A14A3C09CC80,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-309,CLIP-08F79419BBAE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
